,a,a_std,a_subj.0,a_subj.1,a_subj.2,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,a_subj.10,a_subj.11,t,t_std,t_subj.0,t_subj.1,t_subj.2,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,t_subj.10,t_subj.11,v_Intercept,v_Intercept_std,v_Intercept_subj.0,v_Intercept_subj.1,v_Intercept_subj.2,v_Intercept_subj.3,v_Intercept_subj.4,v_Intercept_subj.5,v_Intercept_subj.6,v_Intercept_subj.7,v_Intercept_subj.8,v_Intercept_subj.9,v_Intercept_subj.10,v_Intercept_subj.11,v_cov,v_cov_std,v_cov_subj.0,v_cov_subj.1,v_cov_subj.2,v_cov_subj.3,v_cov_subj.4,v_cov_subj.5,v_cov_subj.6,v_cov_subj.7,v_cov_subj.8,v_cov_subj.9,v_cov_subj.10,v_cov_subj.11
0,0.5331039110371893,0.2782470999274215,0.451506908417369,0.16048480264918769,0.5696876938864477,0.7267504985018938,0.9107488175355287,0.24866815013808335,0.6715962355960347,0.8064426640480346,0.4450742998106717,0.4138502727594244,0.6809262689529818,0.47586339389919236,0.2851107051068029,0.10400836578627176,0.229988210801855,0.2454851644294867,0.18591907209983027,0.2500433421140708,0.3737659625590012,0.42095570663720094,0.1553816833715839,0.22234026892524295,0.2402970840886694,0.19168509384228025,0.3160471546131996,0.3706716686552376,1.3912020747710183,0.2795009276585279,1.279222636710541,1.1903995296727077,1.253331957850309,1.6244340153758379,1.0079308367397262,1.1447881620991227,1.35165805514391,1.2571364572951558,1.442680131963421,1.0236905761666732,1.5231331476853138,1.4778862474442351,0.18961249339792294,0.16026401028713622,-0.01714017641864085,0.2759417623376776,0.18195202963946747,0.2450729254925388,-0.04291690937365253,0.0025162420017633275,0.46811942872533646,0.13030829503230318,0.30453561120768013,0.25192340350271963,0.09587795037627353,0.11959529691174754
1,0.5331979518100554,0.26269061251260634,0.44190484952260684,0.18393757046924242,0.6051340148449582,0.6747622122176539,0.871943057165238,0.2253552664684523,0.6721829811976467,0.889830092300746,0.47846374301779854,0.41883897199612485,0.6943392102373149,0.5200457568650926,0.26024797665520494,0.10609449015673858,0.22760544972445565,0.24550999302414533,0.1856085276583031,0.26157771424189125,0.3792728875935951,0.4216224807077286,0.16118030316445278,0.21925578876327312,0.24096491364308184,0.19038983069113943,0.31408180179691414,0.36856737994536865,1.3540984546205803,0.19542976102006038,1.435059531993745,1.1786834105202595,1.5374112089699132,1.3816455158107608,1.4774428020563333,1.2161372991943944,1.724845976463817,1.3475882855188976,1.5771450960634334,1.2409476273125026,1.733902758606253,1.4614543817869612,0.16572938277380234,0.15918965165618526,0.27588793260159655,0.49506999763678095,0.09376717067091803,-0.0457463804012713,0.021377396274823185,0.28091769304315894,0.1035561357524652,-0.013485455069637435,0.4865970907198113,0.041473833047277205,0.264232526947506,0.23919136306125274
2,0.5756429934726014,0.3751852394623635,0.4589392823373988,0.17304208370727736,0.5819646049769782,0.672787614476464,0.9167975932041075,0.22754533606834765,0.7159167571422671,0.9373999506907701,0.4797268412348301,0.45506611534201225,0.670513691952848,0.5067960400628154,0.2658208025381203,0.06425208521725523,0.22966544502424574,0.2457413696300817,0.1844560256620726,0.25465615524864116,0.3644589943029893,0.42075409684269827,0.15704845506131965,0.20424910623384468,0.23930179223707718,0.1900474887410771,0.311988248980732,0.3675545344942033,1.3096105566017535,0.10576296588216882,1.0128686448129958,1.2603224240214344,1.2902464093547699,1.121159145703126,1.0152647243646826,1.3534888339815228,1.144399336989638,1.3472302969601024,1.5236249125064187,1.3686584496082383,1.2120673670262005,1.434468996746151,0.21539106866613486,0.15196841292540142,0.18613978782139418,0.3948811309187721,0.22687941307873835,0.16381055594103838,0.250940920462266,0.3754437396788993,0.17587554377463327,0.3906207794458656,-0.10626532914932546,0.3656755185362792,0.22414307454829802,0.21057372174598898
3,0.749297877623706,0.44413497958222387,0.5114543943741447,0.1658937806017698,0.5720061925768801,0.6754058420155492,1.0647375829445558,0.24016432793154507,0.6114388819760395,0.8533656686159549,0.5079605070009733,0.4682348036295477,0.7433437208787115,0.5440893103230648,0.27170347423021246,0.10589794308177297,0.2235584654019996,0.24565269740738213,0.18303156692700218,0.2525493864506543,0.3633292025533265,0.4212402755027085,0.16014099726447456,0.21822186739635,0.23924039733651795,0.18698182341643393,0.3193167999493905,0.36459635747785635,1.3343041077517703,0.08270656850844804,1.2842940781957095,1.2191347481870853,1.2391329372313264,1.3944356800688953,1.196608687507538,1.311871891733414,1.470237506945995,1.310562623794203,1.2627431273295673,1.2295041223442484,1.3181524738211186,1.4334649728074502,0.26758050297982733,0.16384911443750783,0.3101143197958668,0.14132508029494514,0.15419583584851204,0.35306121557508435,0.25340963964223695,0.09678748238716277,0.44622449705733025,0.3116463128719923,0.5496300425554403,0.12316366801723538,0.21345964288088215,0.20720167439001452
4,0.7923348618880058,0.44455949264987393,0.5284067272454287,0.17385197674245198,0.5675379177143896,0.723400944489146,1.0678534369339758,0.2381042179539311,0.6587519496252876,0.8081632152252828,0.43817966575174894,0.4590448977075006,0.7313803047658959,0.4955042540855584,0.2870284517335279,0.0853863200525819,0.2256752387987935,0.24567077734594692,0.1820750719829379,0.2532154226330826,0.35231865697217063,0.4200724996989338,0.16041110600365915,0.21403794165963014,0.2360860631281285,0.1881212882242801,0.3124074219858819,0.3668164356500653,1.3277129189132642,0.12976557150663137,1.1593552783575878,1.5515827051469482,1.4613469087512756,1.5105696656210825,1.188610640706661,1.4655847532004822,1.3218099153755163,1.328562608510918,1.3571053119318346,1.162468705173317,1.2897442845440237,1.1323029654036558,0.3016071218424149,0.17855461427561742,0.6817747732431053,0.42192464479849723,0.4254608811256773,0.19358576548566298,0.49959197436455083,0.18347157125811425,0.22795068032557922,0.45445627762899576,-0.06332062682257718,0.26089153879026583,0.5376827638694597,0.4766603575155653
5,0.6800959791841059,0.3131146022094251,0.51867513572991,0.17074356886472855,0.6365794960815461,0.7139910615222822,1.0513996571337394,0.2518299934051911,0.5949149340485893,0.8115971453270214,0.42212650651304084,0.4596348856974644,0.6268554314671443,0.5172220304113058,0.27620086770060753,0.07952407711679206,0.2277403030987598,0.24569032878607827,0.17430412521395994,0.25150672952073583,0.37213665876255747,0.42014288888098833,0.1651871474307478,0.2247467449679495,0.24258821549981913,0.1882074095887301,0.31887030594815696,0.37047157042301876,1.358339683130316,0.14994574092666546,1.3494854989067933,1.6194959516826581,1.5476500157382937,1.38220627016177,1.2590163369877307,1.3872428384980102,1.3549264504030332,1.1708585997900536,1.2124839358028887,1.3954466983908165,1.1482968158661089,1.169720672546439,0.38543324026238046,0.13292260837469883,0.5699656859476058,0.4445397204952879,0.38462756265402415,0.36446451660939483,0.5565066413659052,0.22851707905879393,0.33824163938283275,0.39298417305153405,0.3174302154430654,0.11034849622021554,0.3832782697253157,0.41010464702233906
6,0.6849394612369191,0.48039400316260694,0.47995520421033494,0.16822375631763165,0.6380661238413797,0.6857255670150654,0.8549562238244646,0.2519041378629999,0.5813029267765002,0.8030309442618231,0.43281908001549685,0.5363754114657564,0.639060142702548,0.4754892226644575,0.28908065450347564,0.11937203099860949,0.22682809626760306,0.2458698613672286,0.17595843528411623,0.2545259650741142,0.37147673641399287,0.42013031598432277,0.16553945996353836,0.21626793166080865,0.23958727445923358,0.18810290094874163,0.31910386007163294,0.37036277368532716,1.3252133367098726,0.1912352670274754,1.299163791661015,1.1457571329293124,1.4481212225234539,1.2617367147208118,1.3131627857141877,1.2586658923688188,1.2510194162768764,1.480527792171347,1.435502507630218,1.175337057446425,1.4763829155129022,1.5066887107397542,0.38320044966844713,0.3901148017046958,0.2684769443758834,0.47048500184693265,0.11625601109735492,0.12774690624347115,0.051115030554790886,-0.10532810189149222,0.4136734184580591,0.39621871369882955,0.3812403264705375,0.9232578316135485,1.0251975236343749,0.20365844576282316
7,0.7825014855568158,0.42008926388357526,0.5443227536753601,0.17569653827807372,0.7091274768738456,0.6723062796953336,1.1186458123681873,0.2634692367452032,0.593960832107161,0.8128014140873198,0.4518334534393173,0.4666898834988711,0.6531576531006344,0.4693895004776027,0.29106298819459037,0.0965815205791643,0.2202468996457736,0.24590538656722755,0.17457801240771492,0.2547324630674188,0.3392359530224084,0.42011255505576317,0.1673793052948861,0.21760463173721736,0.24105190939422924,0.18705464081855877,0.31735965383292447,0.37079446355797074,1.351705017405097,0.16734899528824485,0.9981403524044025,1.6623805078723128,1.4389078160976803,1.1388192417504457,1.3801063463400067,1.100959701612494,1.1963334120614582,1.2822888664596817,1.5892144682660454,1.3860740615786455,1.3750631390313348,1.393042719320812,0.2849298207453664,0.27131827151030713,0.36709700643955206,0.33404060908241484,0.8047640564589816,0.33176539727074733,0.03306033147825228,-0.11492990728538839,0.6120732504454296,0.09475378346329166,0.23826415243172708,0.30738375796880807,-0.023503578318249563,0.4020277147804031
8,0.687731435236624,0.33409137948078893,0.6098328275559493,0.1934588632939167,0.6975050227629676,0.741673928449514,1.0548098640171157,0.23698216884845769,0.5735375774955755,0.8950323339039088,0.5280624288545108,0.4839608506619085,0.6083284087989171,0.47086911003220205,0.28510738159298155,0.13899310053233044,0.22473474869279692,0.2450698351442656,0.17878147320192675,0.25272147556586394,0.3633539096182484,0.4205225268515813,0.16497246990884254,0.22397696550945337,0.23800480047677489,0.1901745267428355,0.3197825012334412,0.369256368444722,1.3545688423282594,0.31909052417185196,1.4664420447623505,1.4504628682248881,1.1673593517440624,0.7708441429396282,1.0850117707053493,1.045643073602137,1.360877096793839,1.5457612480095066,1.6732109896274636,1.516737809709971,1.4978995966684083,1.3506424428664279,0.4480127772843427,0.2304401862328479,0.3323054590701532,0.32079190672421,0.7315462215555104,0.27405861987369756,-0.13979208237055019,0.31846527356590054,0.5895164550161041,0.6585934900604502,0.1403398687854918,0.43477156127162275,0.6469562589349384,0.4344950150871602
9,0.5998384185956263,0.32116363852362184,0.5555425123007622,0.17742732014564333,0.6172162857473099,0.717708056212632,0.9114615097894838,0.23986883387340496,0.5901653818383515,0.8333188806532748,0.5663622190227571,0.4893250734756769,0.5794432899389995,0.4564231191653034,0.2942450064571137,0.08676192003500513,0.2251413223105728,0.24561362274286805,0.18314857605511417,0.25125013012176867,0.356496364836925,0.4202065875622356,0.1647456301724708,0.21681290116382637,0.23807419791016265,0.18485988572135914,0.322067387076635,0.37101228946566234,1.1991454992454924,0.3321514726179794,0.8369389931966602,1.1612842321152148,1.1362264735676073,0.9925999405675976,0.875251056268922,1.0419901146026886,1.7344858652549724,1.5061839431505377,1.7137519265333987,1.580956163620126,1.2161040919133557,1.2499004360873396,0.45327179940664514,0.1379695943313208,0.6121629029407268,0.4820347326927291,0.3265609145795346,0.24377279553078418,0.6308198715633998,0.47015283979547207,0.5434869336158329,0.21189410190122643,0.44109899623446136,0.4944987648247948,0.6674929648686835,0.5469589293235746
